Unnamed: 0,product_name,product_price,weight,category,EAN,date_added,uuid,removed,product_code
510,Luna Waffle Double Duvet Set - Dark Green,£18.00,1.85000kg,homeware,4.53285E+12,19/08/2018,cbe8941e-a551-488a-af28-3c7e4e95a783,Still_avaliable,L6-1204119R
511,Oscar Velvet King Duvet Set - Dark Green,£30.00,1.80000kg,homeware,5.38231E+12,20/05/2003,c25f5565-2a21-4355-b2f4-1b61a17ef2d6,Still_avaliable,V9-2074910C
512,Oscar Velvet Double Duvet Set - Dark Green,£25.00,1.50000kg,homeware,9.3235E+12,22/10/1994,aa1877f5-0d08-4440-af49-f0f693fbb36e,Still_avaliable,J5-5467655W
513,Lara King Duvet Set - Sage,£25.00,1.67500kg,homeware,3.17772E+12,20/10/2014,9b090a4c-098b-4421-a8c8-4d4f3fea86fc,Still_avaliable,P8-5893932r
514,Lara Double Duvet Set - Sage,£20.00,1.55000kg,homeware,8.24457E+12,25/10/1999,f9a0a586-b24d-4484-8574-e7e387c03cd8,Still_avaliable,j5-8304949c
515,Chunky Sherpa Throw - Mink,£16.00,1.10000kg,homeware,2.78252E+12,24/02/2022,1a4d2c13-9aac-4405-b78d-54a4f0f8dcca,Still_avaliable,u9-2518326y
516,Indigo Tufted Stripe Cushion with Tassels - Sage,£12.00,0.25000kg,homeware,9.31357E+12,28/07/1995,f7ece69a-295f-4496-814d-491f2ea98c2b,Still_avaliable,i5-3156576S
517,Tribal Mono Tufted Cushion - Black/White,£12.00,0.68000kg,homeware,1.03227E+11,26/12/2009,2164fae5-2516-4ced-8763-7c4cfd8793b9,Still_avaliable,N2-9174372P
518,Cotton Waffle Cushion - Green,£10.00,0.20000kg,homeware,5.78952E+12,24/12/1998,be70bc2d-3592-452e-9017-7f95741a2c34,Still_avaliable,f6-783975X
519,Basket Weave Velvet Cushion - Sage,£12.00,0.27000kg,homeware,9.72626E+12,04/06/2007,179cec1d-c2fd-48ae-9f22-93b0df3dd25e,Still_avaliable,s7-9762109r
520,Eden King Duvet Set - Green,£20.00,1.55000kg,homeware,5.81221E+11,24/10/2013,765e51e4-df65-4fa8-bfdf-5ff700bf700f,Still_avaliable,c4-6729575G
521,Eden Double Duvet Set - Green,£18.00,1.40000kg,homeware,8.06263E+12,05/02/2021,327014d1-4a97-4d05-91c5-9b79f043cb4f,Still_avaliable,X2-9874299R
522,Waffle Faux Fur Cushion 48 x 48cm - Cream,£10.00,0.27000kg,homeware,4.1554E+12,21/03/2017,9c85aeb5-6674-45ee-95dd-8d6621299606,Still_avaliable,t3-4924049g
523,Luna Waffle King Duvet Set - Natural,£20.00,2.10000kg,homeware,6.0896E+12,23/02/2015,295b5b43-043d-4c4e-ae39-72f3c8b504dd,Still_avaliable,m7-9328690j
524,Luna Waffle Double Duvet Set - Natural,£18.00,1.75000kg,homeware,7.90258E+12,14/10/2015,7db9ab23-9945-4abb-9327-29ecce9bc237,Still_avaliable,z1-3713790d
525,Aspen Faux Fur Cushion 48 x 48cm - Dark Green,£8.00,0.29000kg,homeware,3.62465E+11,20/04/2011,f8ffb24b-3ab7-4904-ba8b-1343f26de90a,Still_avaliable,T6-9068446i
526,Oakwood Cushion - Brown,£10.00,0.29600kg,homeware,3.89838E+12,15/11/2008,5de9f3da-1c35-4617-8d88-60a3e8d1dbf3,Still_avaliable,V5-4024014H
527,Kent Faux Fur Cushion - Brown,£12.00,0.45000kg,homeware,2.40602E+12,22/05/2002,23887372-9e57-4d06-bcd3-e5194a01d7d2,Still_avaliable,o8-7643799G
528,Apple Decorations 6pk,£5.00,0.01050kg,homeware,7.95921E+12,26/06/2019,f3058425-a29c-4dc1-93c3-9b342a89726a,Still_avaliable,l0-9328260J
529,Woodland Nature Berry Candle - Gold Glitter,£7.00,0.28000kg,homeware,7.00777E+12,19/12/2018,f0116fe6-0d0b-4cf6-8f7a-7bd03e7ea400,Still_avaliable,K9-4389020N
530,Woodland Nature Berry Candle - Silver Glitter,£7.00,0.28000kg,homeware,9.22034E+12,13/02/2000,bef53da1-5724-43f0-a6de-230af3b49519,Still_avaliable,S4-3079590Q
531,Woodland Nature Berry Candle - Red Glitter,£7.00,0.28000kg,homeware,2.78534E+12,13/08/1994,fcc5c06a-69e4-4689-babf-a3d8c502dc1a,Still_avaliable,B2-8859481q
532,Woodland Nature Stag Candle - Sandalwood & Tonka,£5.00,0.23000kg,homeware,9.81623E+12,14/05/1999,bf0b5da3-12da-4343-8a44-29e29f0cdb7b,Still_avaliable,z6-4917078y
533,Hanging Wicker Heart - White,£2.50,0.08000kg,homeware,9.32762E+11,30/01/2010,ce573e08-a7f7-4728-be9e-e33361705aaf,Still_avaliable,C7-8973626q
534,Hanging Wicker Heart - Red,£2.50,0.08000kg,homeware,4.85185E+12,16/10/2021,dd8901ed-2fff-409a-8adb-845e9abef82e,Still_avaliable,k2-4554051y
535,Metal Hanging Stag,£3.00,0.15000kg,homeware,5.0862E+12,13/06/2006,e4ff2529-7118-4609-bd3a-2709c1702dba,Still_avaliable,D1-6939216a
536,Christmas Tealight Holder - Merry Christmas,£2.50,0.41600kg,homeware,8.74872E+12,14/12/2012,86a888a8-845e-494c-830f-820352203667,Still_avaliable,j0-0066317f
537,Christmas Tealight Holder - Reindeer,£2.50,0.41600kg,homeware,7.93676E+11,07/11/2008,045f9089-dfe1-4939-bd8c-8487ffceb5da,Still_avaliable,I1-2299515d
538,Framed Candle Holder,£4.00,0.16300kg,homeware,5.39563E+12,22/04/2018,f2cf80dc-607a-4c64-93a5-09ac8ec52ff9,Removed,A4-6797029B
539,Hedgehog Ornament,£6.00,0.36000kg,homeware,4.50871E+12,29/11/2012,f8ea49f6-a5ac-4b1f-9692-bddf540606b0,Still_avaliable,z0-4848798R
540,Hunter Fur Geo Double Sided Cushion,£12.00,0.39000kg,homeware,6.96671E+12,06/09/2002,3ea2dde2-6580-40f9-991d-a11bf085f527,Still_avaliable,I2-7197365q
541,Woven Cushion - Chestnut,£8.00,0.54000kg,homeware,7.14082E+12,04/02/1994,3d52d5b4-35b3-43dc-ac6f-feb37eadd142,Still_avaliable,X3-9039564v
542,Arctic Sable Faux Fur Cushion 48 x 48cm - Cream,£10.00,0.29000kg,homeware,1.4816E+12,01/05/2017,0a1d07d3-1b5e-47d8-88ae-c7912839ee8d,Removed,A8-6145567Z
543,Microplush Rug 110 x 160cm - Mink,£25.00,1.47000kg,homeware,3.77597E+12,28/07/2021,082b406f-d753-4d7c-b25a-e49c10645489,Still_avaliable,M9-7812465p
544,Microplush Rug 60 x 110cm - Mink,£12.00,0.52000kg,homeware,4.01523E+12,24/09/2006,97fe3f97-c6f3-4875-b17a-e6d8b5b109d8,Still_avaliable,I6-0529386v
545,Candle with Foliage - Snuggle Season,£4.00,0.27000kg,homeware,5.35467E+12,26/09/2019,0f850fb1-d8f6-4ce2-98b9-d0cb98da8753,Still_avaliable,l3-1352383g
546,Candle with Foliage - Let's Get Cosy,£4.00,0.27000kg,homeware,6.98135E+12,14/06/1998,505bd424-8bea-4486-b3ef-4f9aac26439d,Still_avaliable,I2-8497896t
547,Candles with Wreath 2pk - Berry,£5.00,0.06000kg,homeware,7.8826E+12,20/08/1996,9253246e-92bf-47b0-8e96-13bd60c930a7,Still_avaliable,G5-1258332w
548,Candles with Wreath 2pk - Acorn,£5.00,0.06000kg,homeware,3.19075E+12,24/06/1998,f411335e-d509-4b72-b1d1-6b9227db1d5f,Still_avaliable,L3-0364605u
549,Antler Tealight Holder,£8.00,0.38000kg,homeware,2.85524E+12,03/04/2000,e171ea47-dc42-421b-b7be-de3815e693dd,Still_avaliable,x2-3285608E
550,Candle with Foliage - Red,£2.50,0.14000kg,homeware,5.35818E+11,15/03/2021,f2cfc1f0-c8b4-4ca8-9002-b543470fdac0,Still_avaliable,E6-5853169E
551,Candle with Foliage - Green,£2.50,0.14000kg,homeware,6.42121E+12,15/03/2014,8400f934-6d2e-44c2-8ab4-16834e9a03b5,Still_avaliable,N6-1906827n
552,Candle with Foliage - Cream,£2.50,0.14000kg,homeware,8.63885E+12,10/04/2002,2a1a4514-bbb8-4a11-90ef-5e7b9445fa9d,Still_avaliable,m2-5291285H
553,White Vase with Berries,£6.00,0.35000kg,homeware,1.06954E+12,17/03/2019,2aa67137-d091-47c8-8fad-9d3d632207ac,Still_avaliable,C0-6921292M
554,Bleached Flowers in Amber Vase,£8.00,0.28200kg,homeware,7.10262E+12,06/01/2007,d9bf563e-a5d6-4ea6-8304-8b71af394b19,Still_avaliable,y9-9527431C
555,Mushroom Trinket Tray,£2.00,0.15500kg,homeware,6.57239E+12,08/04/2016,d31909dc-6b3c-4b5a-babe-6f9e66accc19,Still_avaliable,J3-4604260p
556,Stag Tealight Holder,£5.00,0.30000kg,homeware,8.82982E+12,16/11/1993,a31a6141-af55-4f4f-8eda-942a82fdbf5b,Still_avaliable,O2-5972490P
557,Spaceways 4 Tier Extendable Shoe Rack,£16.00,2.06000kg,homeware,4.69647E+11,22/03/1994,604703cb-e501-490b-9e6c-88220397d0f1,Still_avaliable,L8-0659212O
558,Spaceways Padstow Metal Coat Stand - White,£22.00,3.20000kg,homeware,2.56994E+12,24/02/2011,d243c6db-3aef-47fd-9bf8-8c34bcefe5be,Still_avaliable,o3-6114261x
559,Spaceways Padstow Metal Coat Stand - Black,£22.00,3.20000kg,homeware,3.98313E+12,15/04/1993,5a4956e9-a79f-47a7-9247-60282666c4fc,Still_avaliable,x7-5152681z
560,Spaceways 2 Tier Garment Rail,£18.00,2.90000kg,homeware,6.51765E+11,31/05/1996,c188295b-2605-4970-a35b-b53803439763,Still_avaliable,V4-715809s
561,Michigan 4 Tier Storage Unit,£18.00,2.00000kg,homeware,1.39025E+12,11/11/2011,d00a63da-3c99-4c1f-bf23-6816416a1d91,Still_avaliable,v4-5894346w
562,Alva Clothes Rail,£20.00,2.50000kg,homeware,6.79889E+12,05/07/1993,5fffcf33-ccbb-4203-8830-5c4c4854a9d8,Still_avaliable,o2-3674957Q
563,Michigan Coat Rack With Shoe Storage,£40.00,10.50000kg,homeware,8.69488E+12,24/10/2022,e693a99e-0e91-477a-915b-ba980c0faa4e,Still_avaliable,e6-6572733P
564,Spaceways Tall Shoe Rack,£25.00,4.30000kg,homeware,4.31894E+12,29/01/2006,bf99092b-6902-478d-b706-f6a10ea85131,Still_avaliable,q4-3143822p
565,Spaceways 5 Tier Shoe Rack,£10.00,1.50000kg,homeware,8.62173E+12,14/12/2008,2f702f5f-5c1b-48c5-ab75-a852872f3faa,Still_avaliable,h7-7764534H
566,Spaceways 4 Tier Extendable Shoe Rack,£16.00,2.06000kg,homeware,7.5372E+12,27/10/1996,3b9e8361-8760-4b12-ac7e-02835ce63ac1,Removed,z9-3797971B
567,Spaceways Padstow Metal Coat Stand - White,£22.00,3.20000kg,homeware,8.83666E+12,06/02/1998,84b32ab6-d5af-40ee-847a-d1a959d36231,Still_avaliable,f2-2937979N
568,Spaceways Padstow Metal Coat Stand - Black,£22.00,3.20000kg,homeware,8.28095E+12,10/04/2002,2342c14c-0a48-4d77-9dc6-90f9ae547b81,Still_avaliable,U5-1051525h
569,Spaceways 2 Tier Garment Rail,£18.00,2.90000kg,homeware,9.35212E+12,31/07/2013,9d0e06dd-b32a-4a0a-97d4-2fa49b3ca202,Still_avaliable,o3-664480D
570,Michigan 4 Tier Storage Unit,£18.00,2.00000kg,homeware,2.40251E+12,21/08/2015,a18e6679-3dd8-4eb3-b88a-676daadbe6fe,Still_avaliable,Y2-4219912o
571,Alva Clothes Rail,£20.00,2.50000kg,homeware,2.90896E+12,17/09/1999,048fd520-fa09-4c3a-b6b9-55e17db7bebb,Still_avaliable,f6-9529703z
572,Michigan Coat Rack With Shoe Storage,£40.00,10.50000kg,homeware,6.22524E+12,17/08/2006,f7205cd4-81f6-4335-b857-48a5bdd4b449,Still_avaliable,E9-8334746x
573,Spaceways Tall Shoe Rack,£25.00,4.30000kg,homeware,5.71084E+12,18/04/1994,4bed2456-3175-4d93-b691-50333ff3056c,Still_avaliable,v0-0322422o
574,Spaceways 5 Tier Shoe Rack,£10.00,1.50000kg,homeware,1.02205E+12,02/08/2015,c9e81cc2-d99c-4325-9843-00fc6f70c280,Still_avaliable,J2-8271057t
575,Tromso Compact Desk,£35.00,9.00000kg,homeware,3.62582E+12,29/01/2018,0a8f5e1c-a323-47ea-9a89-10875dae8b4b,Still_avaliable,u4-0367037G
576,Lokken 3 Drawer Desk & Shelves - White,£65.00,31.00000kg,homeware,1.94134E+12,01/08/2019,206eec8f-315d-4610-8abf-4ae06b7be59c,Still_avaliable,K2-8569126h
577,Fast Traxx Pro Performance Executive Chair - Grey,£65.00,12.80000kg,homeware,4.9543E+12,16/06/1997,6180ea53-f9a4-42b9-9fcc-700d14cc85ac,Still_avaliable,h3-9899745w
578,Heinrich White Desk with Shelves,£70.00,32.10000kg,homeware,5.72211E+12,18/08/2022,446f7caf-265f-473d-b8f3-a1edde2db302,Still_avaliable,l1-5214515c
579,Avesta Executive Office Chair,£80.00,16.70000kg,homeware,8.46472E+12,13/07/2015,bb897c7c-c296-4ab1-b0d5-4b22e281ca0b,Still_avaliable,C8-2946597F
580,Norvik Desk with Shelves,£60.00,23.90000kg,homeware,5.80997E+12,18/02/1994,5929e936-5d4b-43db-b692-ba4f8e448e95,Still_avaliable,u1-7359022u
581,Michigan Desk - White,£50.00,20.00000kg,homeware,9.13601E+12,23/11/1994,7b310b14-feab-4f3f-a458-e25ddf8c64b4,Still_avaliable,V8-6985308g
582,Michigan Desk - Black,£50.00,20.00000kg,homeware,2.11208E+12,09/11/2017,2143ce34-ac59-4cfd-94bf-acc4dafce02a,Still_avaliable,W6-1117349L
583,Hartley Executive Chair,£70.00,11.85000kg,homeware,1.57859E+12,26/02/2016,b298853c-95ec-40dd-8998-724a5041bacd,Still_avaliable,E0-2842090v
584,Brody Swivel Chair,£80.00,18.50000kg,homeware,4.52162E+12,09/01/2009,0da08159-620c-4871-9a71-50536f9fbdb7,Still_avaliable,c3-9437713N
585,Lokken 3 Drawer Desk with Shelving - Grey,£60.00,33.00000kg,homeware,4.21346E+12,07/10/2005,52b56f45-3755-407a-8a25-ff7cdd9e02dd,Still_avaliable,f0-6805786y
586,Tower Vortx Dual Basket Air Fryer 7.6L,£99.00,8.20000kg,homeware,2.25275E+12,05/01/1993,e205bc3c-cab5-491d-b054-0a2e9a142ed3,Still_avaliable,M6-0249525F
587,Tower Vortx Dual Basket Air Fryer 7.6L,£99.00,8.20000kg,homeware,9.72969E+12,02/03/2007,19ca6330-c4b4-4d50-863b-1e26f33a06f5,Still_avaliable,Z6-8451620W
588,Heritage Collection Aspen Faux Fur Throw - Mink,£16.00,0.97000kg,homeware,9.53626E+12,12/10/2004,3ab9696f-9c88-434c-8b6f-a14f58aa7c39,Removed,k3-9106445w
589,Heritage Collection Aspen Faux Fur Throw - Charcoal,£16.00,0.97000kg,homeware,7.1836E+12,15/01/2007,4b031d29-e9ab-4345-86b9-a6f99f68d1b0,Still_avaliable,Z2-3821292B
590,Home Collection Faux Mink Throw - Coconut Milk,£20.00,1.65000kg,homeware,8.85874E+12,03/10/2001,75dd74bf-c351-4516-b3b8-24eda8197e7c,Still_avaliable,A7-2021984n
591,Aspen Faux Fur Throw - Sage,£16.00,0.97000kg,homeware,9.00424E+12,22/04/2010,a0f08f73-d520-4ceb-aca0-351d2067ea68,Still_avaliable,Q7-051245m
592,Natural Sanctuary Two Tone Chunky Throw - Cream,£10.00,4.00000kg,homeware,7.23542E+12,24/11/2000,a0825b86-659b-41f6-a82e-c8a14729a634,Still_avaliable,u1-1029433V
593,Oakwood Throw - Brown,£20.00,1.06000kg,homeware,6.77303E+12,30/04/2021,f07f9ef3-768a-4d8a-9cba-1373b4cd0a10,Still_avaliable,E0-5603027x
594,Aspen Throw - Black,£16.00,0.97000kg,homeware,3.77813E+12,07/02/2016,4127fa60-88f2-4dc6-98af-54116ce3253b,Still_avaliable,L0-7546500v
595,Aspen Faux Fur Throw - Teal,£15.00,0.97000kg,homeware,7.75626E+12,11/03/2004,d3fff718-74fc-46b8-9189-4e4647f4e0de,Still_avaliable,D0-7717082S
596,Kendal Cream Teddy Sherpa Throw,£18.00,0.63000kg,homeware,2.58932E+12,28/05/2019,8603060f-1c53-4b18-8871-ca871e00f04e,Still_avaliable,a5-8946426q
597,Alba Waffle Sherpa Throw,£15.00,0.63000kg,homeware,3.14202E+12,21/01/2004,e8f2dbba-28da-483d-84aa-52bec5e87361,Still_avaliable,j2-5894921m
598,Heritage Collection Aspen Faux Fur Throw - Mink,£16.00,0.97000kg,homeware,5.29665E+12,14/08/2022,d2411203-247f-4082-af9b-b6993c322e36,Still_avaliable,r1-4228965p
599,Heritage Collection Aspen Faux Fur Throw - Charcoal,£16.00,0.97000kg,homeware,7.41318E+12,29/03/1995,0f3f12aa-9806-4a03-865c-a1d445fadca9,Still_avaliable,p1-3376164e
600,Home Collection Faux Mink Throw - Coconut Milk,£20.00,1.65000kg,homeware,9.09694E+12,06/06/1999,2eeeac32-15dd-4c32-b911-b66d1f7bbac1,Still_avaliable,g1-7793487j
601,Silentnight Washable Pillows 4pk,£20.00,2.28000kg,homeware,6.36684E+12,18/12/2007,cdbb9efa-81a8-43a9-8c01-603c87c69098,Still_avaliable,u0-2086028e
602,Silentnight Extra Full Pillows 2pk,£12.00,1.28000kg,homeware,2.32808E+12,30/04/2022,d2db7e65-105b-44a0-baee-0f025ea50a4d,Still_avaliable,b5-7539066l
603,Silentnight Bounceback Pillow Pair,£14.00,1.20000kg,homeware,9.4836E+12,31/01/2017,cfaa2885-c3f3-471d-ac9d-e924d69d1d4b,Still_avaliable,k7-5156099X
604,Silentnight Firm Support Pillows 2pk,£16.00,1.44000kg,homeware,4.92479E+12,26/03/2000,7f6c5130-2285-458a-b6d1-64979d1366e9,Still_avaliable,k8-428297X
605,Silentnight Bounceback Pillow Pair,£12.00,1.20000kg,homeware,6.58733E+12,29/06/2003,e80f28e3-5144-4d19-8bfe-9305699abfeb,Still_avaliable,C4-5056713b
606,Ribbed Ceramic Tealight Holder - Blush,£3.00,0.25000kg,homeware,7.54846E+12,02/10/1995,e3f677d5-078f-4f03-a305-91183a30fdef,Still_avaliable,R8-9922279h
607,Moon Trinket Dish - Green,£2.00,0.15500kg,homeware,6.89228E+12,18/10/2021,1cc1ea4a-bc23-4bff-bc71-9689e5cdf29a,Still_avaliable,p6-5731646b
608,Moon Trinket Dish - Blush,£2.00,0.15500kg,homeware,7.97445E+12,13/10/1995,c2cba699-5ae6-41a3-a90e-7c26a6fa4a5f,Still_avaliable,s7-3818448D
609,Small Donut Candle Holder,£4.00,0.23000kg,homeware,3.10283E+12,15/08/1998,a348d720-984c-4ec8-925a-45333150094c,Still_avaliable,l8-8853507Q
610,Ribbed Ceramic Tealight Holder - Cream,£3.00,0.25000kg,homeware,4.70437E+12,25/05/1997,947f7855-1bc1-496e-9650-4dfe3ccc6686,Still_avaliable,R9-3873198J
611,Blush Vase with Pampas,£10.00,0.55000kg,homeware,6.03517E+12,02/08/2019,21a8d55c-ac64-4ae4-adb5-e424ce3e702f,Still_avaliable,h3-6714014z
612,Pink Pampas in Ribbed Vase,£5.00,0.38000kg,homeware,7.2695E+12,31/03/1997,154172e0-6f85-4573-888a-a3ba10642a59,Still_avaliable,I6-9082161W
613,Moon Wall Hanging,£3.00,0.03000kg,homeware,5.26849E+12,18/03/2008,f9945d59-6c91-401b-ac05-20c8ee19fcf0,Still_avaliable,C3-7947284V
614,Eucalyptus in Vase,£15.00,1.23000kg,homeware,6.20557E+12,23/09/2011,89ae8bcb-2301-4e52-83fc-9eeac09e2517,Still_avaliable,j7-1839138x
615,Agate Style Tray - Pink,£2.50,0.05200kg,homeware,4.99158E+12,08/07/2013,0799deed-5769-4c7b-9dc4-9f1bb5756839,Still_avaliable,X4-9961497r
616,Agate Style Tray - Cream,£2.50,0.05200kg,homeware,3.66396E+12,07/07/2011,7089e112-2406-4733-bb93-682cd03a6ecc,Still_avaliable,Q9-3392208c
617,Gold Candle Holder - Moon,£2.50,0.04500kg,homeware,2.60568E+12,16/01/2011,560aede8-8aee-46f5-adbc-aad6dc1a9027,Still_avaliable,i7-7489702a
618,Gold Candle Holder - Star,£2.50,0.04500kg,homeware,9.39937E+12,08/05/1993,699b2eef-84b5-4cdb-9170-433bd8a9d122,Still_avaliable,g6-1398135v
619,Frosted Vase - Grey,£8.00,0.65000kg,homeware,1.81689E+12,14/04/2001,cbe519ca-b3aa-4e29-8d86-805f297f4745,Still_avaliable,C8-1764867S
620,Frosted Vase - Blush,£8.00,0.65000kg,homeware,8.62086E+12,29/02/2008,fbe60def-26e5-4682-9e01-831069bdfad6,Still_avaliable,h4-7333699R
621,Moon Oil Burner,£4.00,0.34000kg,homeware,6.95246E+12,06/10/1999,594960c3-18d6-4cd8-b256-1ff6cd985455,Still_avaliable,u6-5438021b
622,Eco Deco Glass Tealight Holder - Blush,£2.00,0.26500kg,homeware,2.79281E+11,05/01/2001,d7aed76b-c954-48fc-8733-71413c2b13fb,Still_avaliable,t1-9746957G
623,Eco Deco Glass Tealight Holder - Pink,£2.00,0.26500kg,homeware,5.29031E+12,28/08/2003,def4292c-5561-4c98-86a4-7ca0d1da27ef,Removed,T3-5069144Z
624,Pink Candle Holder on Stand,£4.00,1.09000kg,homeware,2.12779E+12,03/10/2022,0ed3cee0-1f68-4add-8c31-c1c5715d1694,Still_avaliable,I5-3646209D
625,Hurricane Candle Holder,£5.00,0.48000kg,homeware,5.61173E+12,13/07/2015,affab02d-c3b0-4794-996b-50826c30d683,Still_avaliable,T0-3333242V
626,Hurricane Candle Holder,£5.00,0.48000kg,homeware,6.28063E+12,05/11/2000,0cb388fa-fc32-4e9b-9f4a-a3fe2bb0f84e,Still_avaliable,q6-3991359e
627,Ceramic Ribbed Candle - White,£5.00,0.17000kg,homeware,3.2675E+11,09/04/2020,e6068724-03f4-49ed-96fc-fa66e9f68b48,Still_avaliable,g2-5199927Z
628,Ceramic Ribbed Candle - Pink,£5.00,0.17000kg,homeware,7.6182E+12,28/12/1997,176b5cca-4c5e-4efc-88e2-d3c5325302f7,Still_avaliable,J9-6569462L
629,Harmony Door Knobs 4pk,£6.00,0.01400kg,homeware,5.32154E+12,20/06/1999,8c3722cb-a9b2-4b3a-b9b2-170bcf5dae6b,Still_avaliable,f0-6584921F
630,Iridescent Oil Burner,£4.00,0.14000kg,homeware,6.27183E+12,01/03/2003,0ffb5fcd-a4d2-4af2-9e87-2eee40f9d999,Removed,n0-4997207t
631,Minimalist Ceramic Vase,£8.00,0.99800kg,homeware,5.11071E+12,19/12/1996,69424861-e3cc-40f4-b41d-fb93388af748,Still_avaliable,Z0-184412h
632,Donut Style Vase,£6.00,0.33500kg,homeware,6.83672E+12,30/10/1998,f25b0a4e-9040-4002-bbdc-48bff1a2c87f,Still_avaliable,L1-1038482Z
633,Round Gold Mirror Tray,£8.00,0.80000kg,homeware,3.07117E+12,13/11/2015,e5a28db0-f3c1-4413-b164-11d347702f04,Still_avaliable,r3-6095483y
634,Jewellery Box - Bee,£4.00,0.10000kg,homeware,5.64395E+12,05/07/2008,d5a301cc-2955-4085-827a-35cbd0c75355,Still_avaliable,d9-555726k
635,Jewellery Box - Dragonfly,£4.00,0.10000kg,homeware,5.30786E+12,25/09/2005,9e80586e-d71e-4289-bfa6-e08df5cf2ef4,Still_avaliable,b2-7386908F
636,Drawer Organiser 8pc,£3.00,0.16000kg,homeware,2.36288E+12,27/03/2011,1d973624-ef9f-4a29-8963-58bd8cfff1ed,Still_avaliable,p1-77230Z
637,Adjustable Drawer Dividers 2pk,£3.00,0.30000kg,homeware,3.37494E+12,11/01/2012,dd051fcc-3617-4b5f-90cd-50946db51a17,Still_avaliable,w5-6174884o
638,Jewellery Box - Bee,£4.00,0.10000kg,homeware,2.1754E+12,11/09/1993,a846e8c0-c2d8-4897-b81f-a0e3035bb192,Still_avaliable,R4-5765709c
639,Jewellery Box - Dragonfly,£4.00,0.10000kg,homeware,7.79387E+12,06/02/2007,69c7264e-7f1f-4b5b-bdda-9e2b3bfcd225,Still_avaliable,U3-1418565H
640,Drawer Organiser 8pc,£3.00,0.16000kg,homeware,6.8136E+12,19/04/2011,e77d9963-558f-417b-b093-3574078ef8f3,Still_avaliable,F4-1916717L
641,Adjustable Drawer Dividers 2pk,£3.00,0.30000kg,homeware,6.95361E+12,10/04/1993,0bf298c1-c56b-46a2-b4b8-267cfeead85a,Still_avaliable,u8-403469I
642,Coberg Bench Dining Set 3pc,£110.00,28.00000kg,homeware,7.40419E+12,25/05/2003,6086c2b4-3178-4db3-900e-4cff81a44fcb,Still_avaliable,u3-5918699h
643,Moden Velvet Chair - Blush,£60.00,6.25000kg,homeware,6.92317E+12,06/03/1995,8ba4a768-37ca-40d7-86dc-c4a37e0451be,Still_avaliable,l0-5103169E
644,Loft Studio Velvet Dining Chair - Blush,£50.00,9.30000kg,homeware,2.46258E+12,16/04/2020,a0b2e218-9038-4ac6-ad2f-81a2f21366f9,Still_avaliable,g1-0102195y
645,Karina Bailey Velvet Dining Chairs 2pk - Grey,£60.00,13.70000kg,homeware,9.66267E+12,12/09/2006,b3efbadb-fbd2-4583-913d-2ed97c78bbf9,Still_avaliable,i9-8376377q
646,Spaceways 5 Piece Dining Set,£80.00,28.80000kg,homeware,4.9789E+12,23/02/2010,7b20034d-ddcc-43db-a72e-e9d7c9a54266,Still_avaliable,e5-6297911A
647,Loft Studio Velvet Dining Chair - Grey,£65.00,9.30000kg,homeware,2.41838E+12,25/07/2019,10e682cb-251e-488f-9fbe-df5be1437759,Still_avaliable,U4-9281362l
648,Rio 5 Piece Dining Set,£100.00,35.50000kg,homeware,6.7051E+12,12/03/2022,299a6b38-f6a5-4476-86a6-487946f8cb6b,Still_avaliable,a4-8101742f
649,Winter Berry Arrangement,£8.00,0.53700kg,homeware,9.27904E+12,20/10/2010,0a446ed6-3003-4ebd-9982-0deee0b516cb,Still_avaliable,l4-5082281c
650,Apple Decorations 6pk,£5.00,0.01050kg,homeware,5.69376E+12,16/09/2022,aef89664-2ccf-46f0-8109-cca28cd2a615,Still_avaliable,q1-4354994J
651,Face Oil Burner,£4.00,0.37500kg,homeware,6.57021E+12,22/10/2014,9c9878b9-a9f0-41ec-9e0c-bf84f8fdba29,Still_avaliable,e8-7744343I
652,Hanging Wicker Heart - White,£2.50,0.08000kg,homeware,9.99981E+12,17/06/2022,fa8cbcba-7cb9-4418-a9b0-a9f4205c0d04,Still_avaliable,i0-8924271N
653,Hanging Wicker Heart - Red,£2.50,0.08000kg,homeware,4.4856E+12,03/05/2015,790091a5-ef82-4973-af3c-0ee00330ddd5,Still_avaliable,A4-5443400b
654,Metal Hanging Stag,£3.00,0.15000kg,homeware,5.02451E+12,21/08/2016,8f1b32c1-6528-45ee-93e8-8bcd263cf4a2,Removed,s0-7865058L
655,Christmas Tealight Holder - Merry Christmas,£2.50,0.41600kg,homeware,3.42435E+12,18/05/2001,87790c66-535b-4c4f-b346-195ae68cfa73,Still_avaliable,v3-5345187U
656,Christmas Tealight Holder - Reindeer,£2.50,0.41600kg,homeware,4.91733E+12,16/04/2005,25108cb1-23b6-44d9-9064-f10a0bdab5a0,Removed,J5-3969624z
657,Christmas Oil Burner - Christmas Clove,£4.00,0.26000kg,homeware,7.90339E+12,30/10/1996,c8e3b6ae-2924-487c-861c-3b0fab030ae4,Still_avaliable,t9-8692590A
658,Christmas Oil Burner - Candid Orange,£4.00,0.26000kg,homeware,1.97762E+11,24/03/2007,874bf2f9-5f09-4e23-bc75-1e939905828e,Still_avaliable,K2-8653156c
